Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population (ABS 2021 reference),Alcohol involvement,DV involvement,Data era,Source extract,is_break_month,Break note,Number of offences
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,26
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Residential B&E,House break-ins,House break-ins attempted,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,16
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,No,Historical / PROMIS,April 2024 historical extract,False,,28
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,39
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,17
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,51
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,24
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-06,2021,6,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,160
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,141
2021-06,2021,6,Residential B&E,House break-ins,House break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,35
2021-06,2021,6,Residential B&E,House break-ins,House break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-06,2021,6,Robbery & Extortion,Robbery - extortion and related offences,Robbery,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Sexual Offences,Sexual assault and related offences,Sexual assault,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,4
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Other acts intended to cause injury,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2021-06,2021,6,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Anindilyakwa,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Anindilyakwa,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Anindilyakwa,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Anindilyakwa,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Anindilyakwa,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-06,2021,6,Robbery & Extortion,Robbery - extortion and related offences,Robbery,NT Balance,Anindilyakwa,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Barkly,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Barkly,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,4
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Barkly,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,11
2021-06,2021,6,Residential B&E,House break-ins,House break-ins actual,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Barkly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Daly,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,Residential B&E,House break-ins,House break-ins actual,NT Balance,Daly,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Darwin,Darwin,Urban,,No,No,Historical / PROMIS,April 2024 historical extract,False,,53
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Darwin,Darwin,Urban,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,29
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Darwin,Darwin,Urban,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,26
2021-06,2021,6,Assault & Violence,Acts intended to cause Injury,Assault,Darwin,Darwin,Urban,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,82
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,21
2021-06,2021,6,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,22
2021-06,2021,6,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,229
2021-06,2021,6,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,27
2021-06,2021,6,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-06,2021,6,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-06,2021,6,Property Damage,Property Damage Offences,Property damage offences,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,169
2021-06,2021,6,Residential B&E,House break-ins,House break-ins actual,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,38
2021-06,2021,6,Residential B&E,House break-ins,House break-ins attempted,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-06,2021,6,Robbery & Extortion,Robbery - extortion and related offences,Robbery,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,17
2021-06,2021,6,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,Darwin,Darwin,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
